video_id;instance_id;ref_exp;ref_exp_difficulty;ref_exp_information;appearance;obj-static;category;location;motion;obj-motion;static
ZWgjKwgKDRg;0;man eating;Trivial;Not Applicable;;;;;;;
Z_zaDOvAfUY;0;a gray car is jumping up and down;Trivial;Not Applicable;;;;;;;
Zk0b_ABep0A;0;dog is jumping in to the water;Trivial;Not Applicable;;;;;;;
ZvWYno1PwiI;0;a white cat is eating a corn;Trivial;Not Applicable;;;;;;;
ZvgJ7mVxeg0;0;ball is bouncing in the room;Trivial;Not Applicable;;;;;;;
_a2OKQV_jE8;0;Cat climbing the wall;Trivial;Not Applicable;;;;;;;
_lRJuoI0r5o;0;a baby is rolling;Trivial;Not Applicable;;;;;;;
_qS7PaxHBAk;0;bowling ball rolling on the track;Trivial;Not Applicable;;;;;;;
a5l_BsMgTcU;0;Green parrot sitting on the arm of the sofa;Trivial;Not Applicable;;;;;;;
aJ8_FDuKI5U;0;a cat is climbing up a man's leg;Trivial;Not Applicable;;;;;;;
aKMEXYjIzMc;0;dog running on the road;Trivial;Not Applicable;;;;;;;
aQa84Z-L2Qc;0;a dog is crawling;Trivial;Not Applicable;;;;;;;
adGVV_EYiq4;0;girl eating noodles;Trivial;Not Applicable;;;;;;;
adgdh4LAb4c;0;a metallic ball is moving in a maze;Trivial;Not Applicable;;;;;;;
aeXzdiPANQA;0;a brown and white dog is eating a big bone;Trivial;Not Applicable;;;;;;;
apScPGgLTms;0;bird eating in the middle;Trivial;Not Applicable;;;;;;;
auUUYQQGcvw;0;baby crawling on the ;Trivial;Not Applicable;;;;;;;
b0Z02_-YJjI;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
b3yVdxutCtw;0;white cat eating corn;Trivial;Not Applicable;;;;;;;
bJzru8TM0kk;0;a man in dark is crawling;Trivial;Not Applicable;;;;;;;
bKe5WQc_uSs;0;a black dog is running;Trivial;Not Applicable;;;;;;;
bQJVlPPRUhg;0;spotted cat climbing the stairs;Trivial;Not Applicable;;;;;;;
blVEC0ERdnE;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
btgzSl6uSro;0;black dog running on the lawn ;Trivial;Not Applicable;;;;;;;
c2cB09ocb6U;0;a cat is jumping over a barrier;Trivial;Not Applicable;;;;;;;
c2yuTg-G9HI;0;parrot climbing stairs;Trivial;Not Applicable;;;;;;;
c3xY2kc3MJw;0;baby walking in the corridor;Trivial;Not Applicable;;;;;;;
c7MIeYKwW2o;0;Man is rolling down from the grass hill;Trivial;Not Applicable;;;;;;;
cA1kv2y0Nlw;0;black dog running in the grass;Trivial;Not Applicable;;;;;;;
cFA4pgfEfPg;0;man in red vest eating;Trivial;Not Applicable;;;;;;;
caTDocD4PXU;0;man climbing on the rocks;Trivial;Not Applicable;;;;;;;
cbR6bEV-Ia0;0;bird is sitting on the left;Trivial;Not Applicable;;;;;;;
cd9lf89Azls;0;purple car rolling over the lawn;Trivial;Not Applicable;;;;;;;
cj7dYKPDhe0;0;dog rolling on the grass;Trivial;Not Applicable;;;;;;;
ck0sVjWtVp0;0;a dog is jumping;Trivial;Not Applicable;;;;;;;
cneFjpT18Kk;0;cat climbing wall;Trivial;Not Applicable;;;;;;;
coXmTLn7C-g;0; dog is running;Trivial;Not Applicable;;;;;;;
czQ443hsQxU;0;a bird is playing with a ladder;Trivial;Not Applicable;;;;;;;
d-B9Bh2xSFE;0;a kid is climbing a carriage;Trivial;Not Applicable;;;;;;;
d5RzMPrZvm8;0;car running on the road;Trivial;Not Applicable;;;;;;;
dA90V8J6mOA;0;fat cat is rolling in the chair;Trivial;Not Applicable;;;;;;;
dLzbz1sp5BQ;0;a white car is racing on a dirt road outside;Trivial;Not Applicable;;;;;;;
dMDkW8Qpx5Q;0;black cat eating corn;Trivial;Not Applicable;;;;;;;
dNejTRta6gE;0;White bird with long neck is standing in the water;Trivial;Not Applicable;;;;;;;
d_FbM4s2aTw;0;Orange parrot is rolling on the floor;Trivial;Not Applicable;;;;;;;
dsrt4IHRi2c;0;car flying in the air;Trivial;Not Applicable;;;;;;;
dySCAkM-u6M;0;a white cat is eating food;Trivial;Not Applicable;;;;;;;
eD1oLBITyeE;0;baby rolling on the towel;Trivial;Not Applicable;;;;;;;
eS7N4TqWPjM;0;the car is moving up and down;Trivial;Not Applicable;;;;;;;
elzBa6n44_w;0;Pigeon walking on the ground;Trivial;Not Applicable;;;;;;;
et27qvgPjD8;0;baby crawling on the ground;Trivial;Not Applicable;;;;;;;
f3xWaOkXCSQ;0;a baby is crawling;Trivial;Not Applicable;;;;;;;
fPfq_CYDF-k;0;man jumping on the mat;Trivial;Not Applicable;;;;;;;
fQZW30ijzhw;0;a baby is crawling;Trivial;Not Applicable;;;;;;;
fVu9oT78dQQ;0;the baby is crawling out of her crib;Trivial;Not Applicable;;;;;;;
fiESmVauiPI;0;black cat running out of the room;Trivial;Not Applicable;;;;;;;
fnoLjuREvGU;0;dog is rolling in the dirt;Trivial;Not Applicable;;;;;;;
frRsC1SWY1Q;0;car jumping over the road;Trivial;Not Applicable;;;;;;;
fwO2MF6K3xI;0;man crawling on the grass;Trivial;Not Applicable;;;;;;;
g960XKvn78g;0;parrot is lying on the table;Trivial;Not Applicable;;;;;;;
gKDdLAR2wFE;0;the cat is walking past its litterbox;Trivial;Not Applicable;;;;;;;
gWDL93c4tiM;0;Jeep is jumping from sand springboard;Trivial;Not Applicable;;;;;;;
gihakvOfsF4;0;a baby with blue shirt is walking;Trivial;Not Applicable;;;;;;;
gsOhmRHoQw8;0;baby crawling;Trivial;Not Applicable;;;;;;;
guJZCrvLMqI;0;cat jumping up;Trivial;Not Applicable;;;;;;;
h5afX9UjhUQ;0;Man crawling between orange cones;Trivial;Not Applicable;;;;;;;
hBjmhBXoWyY;0;the white car is driving;Trivial;Not Applicable;;;;;;;
hQmoofDv_m8;0;Guy is rolling down from grass hill;Trivial;Not Applicable;;;;;;;
hecXupPpE9o;0;The eagle flying over the sea;Trivial;Not Applicable;;;;;;;
hh1fLmltVno;0;car rolling over on the road;Trivial;Not Applicable;;;;;;;
hoNerLMteNM;0;brown dog running on the grass;Trivial;Not Applicable;;;;;;;
hqiuwEXvctY;0;kid climbing the chair;Trivial;Not Applicable;;;;;;;
i3zE6wqtFkw;0;cat climbing on the window;Trivial;Not Applicable;;;;;;;
iDoBWtgzCkM;0;car jumping from the ramp;Trivial;Not Applicable;;;;;;;
iFTYM1Ez5ZM;0;Man in white tshirt and blue short pants running;Trivial;Not Applicable;;;;;;;
iPVge_0zhYc;0;the baby is crawling;Trivial;Not Applicable;;;;;;;
iqQPvSj5Ido;0;parrot is faking to be dead on the floor;Trivial;Not Applicable;;;;;;;
ix68d3x1uRc;0;a dog is rolling in a grass field;Trivial;Not Applicable;;;;;;;
j5UWfgpSy2o;0;a man is eating a sandwich;Trivial;Not Applicable;;;;;;;
j5gCqyrf5fY;0;a dog is climbing up the stairs;Trivial;Not Applicable;;;;;;;
jSmFqXcnkC8;0;baby is climbing a chair;Trivial;Not Applicable;;;;;;;
jc9En9WUzI8;0;a bird is flying in the air;Trivial;Not Applicable;;;;;;;
jcc5q_Wbre8;0;the dog is crawling;Trivial;Not Applicable;;;;;;;
kPGJX9b0luk;0;a baby is climbing up a seat;Trivial;Not Applicable;;;;;;;
kZjTyqVPYOg;0;the cat is eating;Trivial;Not Applicable;;;;;;;
kev96hAYOrc;0;black bird flying low over the water;Trivial;Not Applicable;;;;;;;
kexc3pPUVCU;0;blue car jumping up and down;Trivial;Not Applicable;;;;;;;
kj9Sw7ICzkY;0;a dog is running;Trivial;Not Applicable;;;;;;;
ko-Qoos1Eos;0;the man is doing a jumping exercise;Trivial;Not Applicable;;;;;;;
kpbZTZvE3Ts;0;baby in red pants is climbing the stairs;Trivial;Not Applicable;;;;;;;
kqfwnwqd7_M;0;cat rolling on the bed;Trivial;Not Applicable;;;;;;;
l-q0vOFy99A;0;Man in funny costume is running on the road;Trivial;Not Applicable;;;;;;;
lBcpZOh2_OA;0;the yellow car is flipping over onto its roof;Trivial;Not Applicable;;;;;;;
lSQQCOZUe0g;0;white dog eating;Trivial;Not Applicable;;;;;;;
lXfbkB_tbaA;0;a parrot is climbing up a ladder and then jump on top of a stick;Trivial;Not Applicable;;;;;;;
lZDGZJH6Hnk;0;dog crawling on the lawn;Trivial;Not Applicable;;;;;;;
lk8aQbifCtc;0;the baby is walking between the couch and the coffee table;Trivial;Not Applicable;;;;;;;
lpGeu2WlKig;0;a colorful parrot is rolling;Trivial;Not Applicable;;;;;;;
lrFZWQ_oOfs;0;cat climbing the window;Trivial;Not Applicable;;;;;;;
ltUNBEtudyg;0;man in orange shirt climbing rocks;Trivial;Not Applicable;;;;;;;
lv2xBL6z5OQ;0;woman in black hat eating noodles;Trivial;Not Applicable;;;;;;;
mDQc4MKAVlc;0;a white dog is walking away from camera;Trivial;Not Applicable;;;;;;;
mKWWw6CnzUQ;0;a white dog is crawling;Trivial;Not Applicable;;;;;;;
mQivrBJvtlM;0;a girl is rolling on the ground;Trivial;Not Applicable;;;;;;;
mTVDEeLvpGU;0;Bird with long neck walking in the water;Trivial;Not Applicable;;;;;;;
mbVqiH3GR7I;0;a black bird is flying in the air;Trivial;Not Applicable;;;;;;;
mdVj2eFAtMg;0;black dog rolling;Trivial;Not Applicable;;;;;;;
mgoqXPb8SME;0;Guy crawling on the green grass;Trivial;Not Applicable;;;;;;;
n4XdE3PjBy0;0;a cat is going down from a curtain;Trivial;Not Applicable;;;;;;;
nGyfaJV3pyU;0;Cat walking on the treadmill;Trivial;Not Applicable;;;;;;;
nJThlKXDhXo;0;a man in white cloth is walking;Trivial;Not Applicable;;;;;;;
naElLC53tVs;0;Stork is eating a mouse;Trivial;Not Applicable;;;;;;;
najeSeYLcSs;0;man in black jersey is jumping;Trivial;Not Applicable;;;;;;;
ntivCnL7t4A;0;a man is jumping and climbing a wall;Trivial;Not Applicable;;;;;;;
o4ePazF3rZw;0;Guy is bouldering outside;Trivial;Not Applicable;;;;;;;
oAqb4RTcxxs;0;a baby is rolling;Trivial;Not Applicable;;;;;;;
oILSr5ogzjA;0;green bird jumping up and down;Trivial;Not Applicable;;;;;;;
oN1x3Ik1t5Y;0;man in black running on the track;Trivial;Not Applicable;;;;;;;
oTF93dKdDgY;0;a parrot is jumping up and down;Trivial;Not Applicable;;;;;;;
og5yc4SvWXg;0;Cat climbing the curtains;Trivial;Not Applicable;;;;;;;
oh6Keb022u8;0;a bird is climbing up the stairs;Trivial;Not Applicable;;;;;;;
orPR2nq3K2I;0;dog is running on the road;Trivial;Not Applicable;;;;;;;
ouJcNCcHYEA;0;cat is climbing a ladder;Trivial;Not Applicable;;;;;;;
pOfIzdcMZ-c;0;Pigeon is walking on the paved road;Trivial;Not Applicable;;;;;;;
pSbIKC7I5bM;0;cat is rolling on the floor;Trivial;Not Applicable;;;;;;;
pyE7NeM42S0;0;Eagle flying on the sky;Trivial;Not Applicable;;;;;;;
q02nvjQfcA0;0;a white and brown dog is crawling;Trivial;Not Applicable;;;;;;;
q0RJ6haCNjo;0;a bird is rolling on the floor;Trivial;Not Applicable;;;;;;;
q6y7oeZx9WY;0;blue car running on the road;Trivial;Not Applicable;;;;;;;
qCSWa5ihhRY;0;a bird is walking;Trivial;Not Applicable;;;;;;;
qDi0MZJZ-w0;0;Car flying from one hill to another ;Trivial;Not Applicable;;;;;;;
qEVpJK7pEPE;0;a duck is flying upon a city ;Trivial;Not Applicable;;;;;;;
qHHdEKYcl3g;0;the bird is jumping onto a human hand;Trivial;Not Applicable;;;;;;;
qHuK80VKkKc;0;baby laying in the bed;Trivial;Not Applicable;;;;;;;
qeYwsddRGEY;0;Girl in green dress climbing the stairs;Trivial;Not Applicable;;;;;;;
qh4DATEKFLc;0;dog eating;Trivial;Not Applicable;;;;;;;
qkDg1tB3B5k;0;a baby is crawling inside a green tunnel;Trivial;Not Applicable;;;;;;;
qrV7bDqDQSA;0;man in black jumping over the bike;Trivial;Not Applicable;;;;;;;
quGXSAEAUkk;0;baby rolling on the floor;Trivial;Not Applicable;;;;;;;
r5Fw3AMe4BY;0;Cat is climbing on the cabinet;Trivial;Not Applicable;;;;;;;
r7Z4iVw9oqc;0;a brown dog is climbing through a tree;Trivial;Not Applicable;;;;;;;
r83AYz0_vbM;0;a white cat is rolling on the grass;Trivial;Not Applicable;;;;;;;
r9bbFG_E7xs;0;kid rolling in the box;Trivial;Not Applicable;;;;;;;
rBLbGo5_b9c;0;man jumping two times;Trivial;Not Applicable;;;;;;;
rKPk2DUGiSk;0;the spotted cat is jumping for a toy;Trivial;Not Applicable;;;;;;;
rQSkktFk0Lk;0;a brown dog is eating food;Trivial;Not Applicable;;;;;;;
rQs-3V16O6Y;0;a black dog is jumping over s swing;Trivial;Not Applicable;;;;;;;
rWYmSRNSbz8;0;bird walking on the ground;Trivial;Not Applicable;;;;;;;
r_7EpY9twFU;0;spotted cat walking in the wheel;Trivial;Not Applicable;;;;;;;
rizlP_I0E6c;0;a guy with karate uniform is rolling ;Trivial;Not Applicable;;;;;;;
ruMn_8p9qmk;0;black cat climbing the wall;Trivial;Not Applicable;;;;;;;
rzLIiiIUl1Q;0;dog rolling in the snow;Trivial;Not Applicable;;;;;;;
sUz4r-_PjpQ;0;gray cat walking;Trivial;Not Applicable;;;;;;;
sX6g3-T4BuE;0;Black dog rolling on the carpet;Trivial;Not Applicable;;;;;;;
s_E4aE42T6s;0;Small baby is walking outside of the house;Trivial;Not Applicable;;;;;;;
sqpWB6EdzTE;0;a baby is crawling;Trivial;Not Applicable;;;;;;;
ss5A_oiodYk;0;cat walking on the street;Trivial;Not Applicable;;;;;;;
sx72NW2XsWQ;0;car jumping across the road;Trivial;Not Applicable;;;;;;;
t0kRKuU0Zzo;0;a blue bird is walking in the grass;Trivial;Not Applicable;;;;;;;
t1ypgXRvxVE;0;the cat is walking;Trivial;Not Applicable;;;;;;;
tDsO5vA60iQ;0;a baby is standing on the road;Trivial;Not Applicable;;;;;;;
tE1UFmN6Tg0;0;Dachshund eating from the bowl;Trivial;Not Applicable;;;;;;;
tUar7AhOPU0;0;Dog crawling in the grass during sunny day;Trivial;Not Applicable;;;;;;;
twh-9QRveXA;0;a black and white dog is rolling;Trivial;Not Applicable;;;;;;;
u17mR2m8aV8;0;a cat is running ;Trivial;Not Applicable;;;;;;;
uGkuJbLcEQM;0;bird eating on the grass;Trivial;Not Applicable;;;;;;;
uGpALykeNIs;0;a brown cat is jumping;Trivial;Not Applicable;;;;;;;
uKIJdttcs9k;0;baby in blue top climbing the stairs;Trivial;Not Applicable;;;;;;;
uVF9KgFbGto;0;a woman is walking;Trivial;Not Applicable;;;;;;;
uWqgvQsBoXE;0;the bird is playing;Trivial;Not Applicable;;;;;;;
udx-rad10qc;0;a baby with colorful shirt is climbing up ;Trivial;Not Applicable;;;;;;;
ugOUpbWRTuY;0;a top naked man is crawling;Trivial;Not Applicable;;;;;;;
umHIngjKCDM;0;White cat eating something from hand;Trivial;Not Applicable;;;;;;;
v2qk9jtmF2Y;0;Naked guy running on the field;Trivial;Not Applicable;;;;;;;
vDUMoLwYxcE;0;a baby is climbing up stairs;Trivial;Not Applicable;;;;;;;
vIAYPHlOFaw;0;Rally car turning the corner;Trivial;Not Applicable;;;;;;;
vM9m0sj311s;0;a man is rolling;Trivial;Not Applicable;;;;;;;
vRc3H93dpsY;0;Fuzzy dog eating from the bowl;Trivial;Not Applicable;;;;;;;
vY5Wta8KFrM;0;Guy is flipping in the air;Trivial;Not Applicable;;;;;;;
vYCNgxKfgt8;0;a dog that attempts to eat some corn;Trivial;Not Applicable;;;;;;;
vY_dsR34nJ0;0;topless man crawling on the road;Trivial;Not Applicable;;;;;;;
vz1atO1dkJA;0;bird flying over the water;Trivial;Not Applicable;;;;;;;
w5B4Hxbk6LA;0;pink bird rolling on the floor;Trivial;Not Applicable;;;;;;;
w742tCCtYgk;0;cat rolling on the floor;Trivial;Not Applicable;;;;;;;
wBmkSdwXyyM;0;a green bird is playing with rabbits;Trivial;Not Applicable;;;;;;;
wEPANVxVdik;0;a baby is rolling in his bed;Trivial;Not Applicable;;;;;;;
wGmyRnmDlFw;0;cat is running along a fence;Trivial;Not Applicable;;;;;;;
wQtn1fVw1nc;0;the person is crawling;Trivial;Not Applicable;;;;;;;
wRkeBVMQSgg;0;Woman is running along the road;Trivial;Not Applicable;;;;;;;
waB_cB-DryM;0;dog crouching on the grass;Trivial;Not Applicable;;;;;;;
wbJ2I9ZzAKQ;0;cat eating on the table;Trivial;Not Applicable;;;;;;;
wcvq2nCHU1M;0;a yellow dog is rolling on the snow;Trivial;Not Applicable;;;;;;;
wjPuk0aWgsA;0;a black and white cat is running;Trivial;Not Applicable;;;;;;;
wl0JojWH1rQ;0;man in white shirt walking;Trivial;Not Applicable;;;;;;;
wqUaHiVos-U;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
wyvntz46-WM;0;man in the black shirt and gray pants climbing the wall;Trivial;Not Applicable;;;;;;;
x7V7-zjINjw;0;bird running;Trivial;Not Applicable;;;;;;;
xHShXO5w7rU;0;dog with black white fur jumping onto a laver;Trivial;Not Applicable;;;;;;;
xNoqCHzalSk;0;Fuzzy slowly crawling on the towel;Trivial;Not Applicable;;;;;;;
xdhLQCYQ-nQ;0;a cat is jumping into a box;Trivial;Not Applicable;;;;;;;
xdrYiP0eQE0;0;red car bouncing;Trivial;Not Applicable;;;;;;;
xioT-lZCwUA;0;parrot climbing along the rope;Trivial;Not Applicable;;;;;;;
xlGhUn2qKJY;0;Fluffy cat is rolling on the floor;Trivial;Not Applicable;;;;;;;
y-cXEkR8YKE;0;baby rolling on the bed;Trivial;Not Applicable;;;;;;;
yAf8OPOtAnw;0;the bird is picking from the ground;Trivial;Not Applicable;;;;;;;
yGFD2gDvUTM;0;Cat licking a chocolate on a person hand;Trivial;Not Applicable;;;;;;;
yKMZHbPsgcg;0;a bird is flying;Trivial;Not Applicable;;;;;;;
yLAfEmq7vsM;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
yN1sS_N4cP0;0;a bird is standing on top of a roof like object;Trivial;Not Applicable;;;;;;;
yN_WOmrJDFE;0;cat running away;Trivial;Not Applicable;;;;;;;
ybEvxmK0kpw;0;the car is jumping into a muddy pond;Trivial;Not Applicable;;;;;;;
yro-rfenT78;0;bird jumping onto the human hand;Trivial;Not Applicable;;;;;;;
z1ewf2fU8Hs;0;a black car is going on the road;Trivial;Not Applicable;;;;;;;
zGJXp_PzEx0;0;a baby is crawling;Trivial;Not Applicable;;;;;;;
zIQov-TcS5k;0;baby in white is climbing the stairs;Trivial;Not Applicable;;;;;;;
zTBFewGvP9A;0;baby walking;Trivial;Not Applicable;;;;;;;
zrNCs-UYnbk;0;baby is crying in the bed;Trivial;Not Applicable;;;;;;;
zrqOAwCPowg;0;the dog is walking on a treadmill;Trivial;Not Applicable;;;;;;;
zxcvHIZ5nbE;0;man eating ribs;Trivial;Not Applicable;;;;;;;
zxjk3hCIARI;0;baby walking;Trivial;Not Applicable;;;;;;;
zyzLfUfyZJU;0;a bird is flying;Trivial;Not Applicable;;;;;;;
